timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,grpThreads,allThreads,URL,Filename,Latency,SampleCount,ErrorCount,Hostname,IdleTime,Connect
1656820256901,983,Repetition 1 under 1 of concurrency,200,OK,aws - 1 users 1-1,text,true,,695,1,1,https://wmtb2yl638.execute-api.us-east-1.amazonaws.com/orama-get?a=undefined&b=undefined&c=undefined&d=undefined&e=undefined&operation=undefined,,980,1,0,b763ac78ddea,0,435
1656820261970,977,Repetition 1 under 2 of concurrency,200,OK,aws - 2 users 1-1,text,true,,695,2,2,https://wmtb2yl638.execute-api.us-east-1.amazonaws.com/orama-get?a=undefined&b=undefined&c=undefined&d=undefined&e=undefined&operation=undefined,,975,1,0,b763ac78ddea,0,416
1656820261970,1022,Repetition 1 under 2 of concurrency,200,OK,aws - 2 users 1-2,text,true,,695,1,1,https://wmtb2yl638.execute-api.us-east-1.amazonaws.com/orama-get?a=undefined&b=undefined&c=undefined&d=undefined&e=undefined&operation=undefined,,1022,1,0,b763ac78ddea,0,416
1656820266909,655,Repetition 1 under 4 of concurrency,200,OK,aws - 4 users 1-4,text,true,,695,4,4,https://wmtb2yl638.execute-api.us-east-1.amazonaws.com/orama-get?a=undefined&b=undefined&c=undefined&d=undefined&e=undefined&operation=undefined,,653,1,0,b763ac78ddea,0,415
1656820266909,903,Repetition 1 under 4 of concurrency,200,OK,aws - 4 users 1-1,text,true,,695,3,3,https://wmtb2yl638.execute-api.us-east-1.amazonaws.com/orama-get?a=undefined&b=undefined&c=undefined&d=undefined&e=undefined&operation=undefined,,903,1,0,b763ac78ddea,0,415
1656820266910,978,Repetition 1 under 4 of concurrency,200,OK,aws - 4 users 1-2,text,true,,695,2,2,https://wmtb2yl638.execute-api.us-east-1.amazonaws.com/orama-get?a=undefined&b=undefined&c=undefined&d=undefined&e=undefined&operation=undefined,,978,1,0,b763ac78ddea,0,420
1656820266909,1771,Repetition 1 under 4 of concurrency,200,OK,aws - 4 users 1-3,text,true,,695,1,1,https://wmtb2yl638.execute-api.us-east-1.amazonaws.com/orama-get?a=undefined&b=undefined&c=undefined&d=undefined&e=undefined&operation=undefined,,1771,1,0,b763ac78ddea,0,415
1656820272762,758,Repetition 1 under 8 of concurrency,200,OK,aws - 8 users 1-4,text,true,,695,8,8,https://wmtb2yl638.execute-api.us-east-1.amazonaws.com/orama-get?a=undefined&b=undefined&c=undefined&d=undefined&e=undefined&operation=undefined,,755,1,0,b763ac78ddea,0,471
1656820272761,759,Repetition 1 under 8 of concurrency,200,OK,aws - 8 users 1-1,text,true,,695,8,8,https://wmtb2yl638.execute-api.us-east-1.amazonaws.com/orama-get?a=undefined&b=undefined&c=undefined&d=undefined&e=undefined&operation=undefined,,758,1,0,b763ac78ddea,0,466
1656820272762,948,Repetition 1 under 8 of concurrency,200,OK,aws - 8 users 1-2,text,true,,695,6,6,https://wmtb2yl638.execute-api.us-east-1.amazonaws.com/orama-get?a=undefined&b=undefined&c=undefined&d=undefined&e=undefined&operation=undefined,,948,1,0,b763ac78ddea,0,465
1656820272761,959,Repetition 1 under 8 of concurrency,200,OK,aws - 8 users 1-7,text,true,,695,5,5,https://wmtb2yl638.execute-api.us-east-1.amazonaws.com/orama-get?a=undefined&b=undefined&c=undefined&d=undefined&e=undefined&operation=undefined,,959,1,0,b763ac78ddea,0,472
1656820272761,1010,Repetition 1 under 8 of concurrency,200,OK,aws - 8 users 1-8,text,true,,695,4,4,https://wmtb2yl638.execute-api.us-east-1.amazonaws.com/orama-get?a=undefined&b=undefined&c=undefined&d=undefined&e=undefined&operation=undefined,,1010,1,0,b763ac78ddea,0,473
1656820272761,1042,Repetition 1 under 8 of concurrency,200,OK,aws - 8 users 1-6,text,true,,695,3,3,https://wmtb2yl638.execute-api.us-east-1.amazonaws.com/orama-get?a=undefined&b=undefined&c=undefined&d=undefined&e=undefined&operation=undefined,,1042,1,0,b763ac78ddea,0,472
1656820272761,1070,Repetition 1 under 8 of concurrency,200,OK,aws - 8 users 1-3,text,true,,695,2,2,https://wmtb2yl638.execute-api.us-east-1.amazonaws.com/orama-get?a=undefined&b=undefined&c=undefined&d=undefined&e=undefined&operation=undefined,,1070,1,0,b763ac78ddea,0,466
1656820272761,2351,Repetition 1 under 8 of concurrency,200,OK,aws - 8 users 1-5,text,true,,695,1,1,https://wmtb2yl638.execute-api.us-east-1.amazonaws.com/orama-get?a=undefined&b=undefined&c=undefined&d=undefined&e=undefined&operation=undefined,,2351,1,0,b763ac78ddea,0,472
1656820279100,766,Repetition 1 under 16 of concurrency,200,OK,aws - 16 users 1-2,text,true,,695,16,16,https://wmtb2yl638.execute-api.us-east-1.amazonaws.com/orama-get?a=undefined&b=undefined&c=undefined&d=undefined&e=undefined&operation=undefined,,758,1,0,b763ac78ddea,0,506
1656820279105,761,Repetition 1 under 16 of concurrency,200,OK,aws - 16 users 1-5,text,true,,695,16,16,https://wmtb2yl638.execute-api.us-east-1.amazonaws.com/orama-get?a=undefined&b=undefined&c=undefined&d=undefined&e=undefined&operation=undefined,,753,1,0,b763ac78ddea,0,514
1656820279107,776,Repetition 1 under 16 of concurrency,200,OK,aws - 16 users 1-13,text,true,,695,14,14,https://wmtb2yl638.execute-api.us-east-1.amazonaws.com/orama-get?a=undefined&b=undefined&c=undefined&d=undefined&e=undefined&operation=undefined,,776,1,0,b763ac78ddea,0,512
1656820279100,939,Repetition 1 under 16 of concurrency,200,OK,aws - 16 users 1-10,text,true,,695,13,13,https://wmtb2yl638.execute-api.us-east-1.amazonaws.com/orama-get?a=undefined&b=undefined&c=undefined&d=undefined&e=undefined&operation=undefined,,939,1,0,b763ac78ddea,0,512
